task,ppt,SYNSscene,SYNSView,categorySelected,categoryLabelSelected
Structure,8,3,9,4,Tunnel/ \n Navigable\n Routes 
Structure,8,58,7,2,Closed Off
Structure,8,21,13,2,Closed Off
Structure,8,21,11,4,Tunnel/ \n Navigable\n Routes 
Structure,8,64,7,2,Closed Off
Structure,8,49,7,3,Flat
Structure,8,6,11,1,Cluttered / \n Pointy   
Structure,8,39,9,2,Closed Off
Structure,8,60,5,4,Tunnel/ \n Navigable\n Routes 
Structure,8,36,13,4,Tunnel/ \n Navigable\n Routes 
Structure,8,72,1,1,Cluttered / \n Pointy   
Structure,8,47,9,1,Cluttered / \n Pointy   
Structure,8,51,7,3,Flat
Structure,8,56,15,4,Tunnel/ \n Navigable\n Routes 
Structure,8,80,3,1,Cluttered / \n Pointy   
Structure,8,19,11,1,Cluttered / \n Pointy   
Structure,8,22,1,1,Cluttered / \n Pointy   
Structure,8,80,13,1,Cluttered / \n Pointy   
Structure,8,48,9,2,Closed Off
Structure,8,17,7,2,Closed Off
Structure,8,69,11,2,Closed Off
Structure,8,78,5,2,Closed Off
Structure,8,42,1,4,Tunnel/ \n Navigable\n Routes 
Structure,8,17,15,2,Closed Off
Structure,8,28,15,1,Cluttered / \n Pointy   
Structure,8,34,17,3,Flat
Structure,8,53,7,1,Cluttered / \n Pointy   
Structure,8,12,13,4,Tunnel/ \n Navigable\n Routes 
Structure,8,5,13,3,Flat
Structure,8,13,13,3,Flat
Structure,8,20,5,3,Flat
Structure,8,74,13,2,Closed Off
Structure,8,78,9,1,Cluttered / \n Pointy   
Structure,8,42,17,4,Tunnel/ \n Navigable\n Routes 
Structure,8,38,13,2,Closed Off
Structure,8,27,17,2,Closed Off
Structure,8,67,1,4,Tunnel/ \n Navigable\n Routes 
Structure,8,40,13,4,Tunnel/ \n Navigable\n Routes 
Structure,8,62,15,3,Flat
Structure,8,70,3,4,Tunnel/ \n Navigable\n Routes 
Structure,8,66,5,3,Flat
Structure,8,77,15,1,Cluttered / \n Pointy   
Structure,8,65,5,4,Tunnel/ \n Navigable\n Routes 
Structure,8,31,9,4,Tunnel/ \n Navigable\n Routes 
Structure,8,53,3,1,Cluttered / \n Pointy   
Structure,8,4,17,1,Cluttered / \n Pointy   
Structure,8,54,15,2,Closed Off
Structure,8,18,17,2,Closed Off
Structure,8,26,11,1,Cluttered / \n Pointy   
Structure,8,77,13,1,Cluttered / \n Pointy   
Structure,8,39,3,1,Cluttered / \n Pointy   
Structure,8,54,13,1,Cluttered / \n Pointy   
Structure,8,65,7,3,Flat
Structure,8,79,5,2,Closed Off
Structure,8,2,7,2,Closed Off
Structure,8,35,1,4,Tunnel/ \n Navigable\n Routes 
Structure,8,1,9,4,Tunnel/ \n Navigable\n Routes 
Structure,8,59,9,3,Flat
Structure,8,72,17,3,Flat
Structure,8,21,3,4,Tunnel/ \n Navigable\n Routes 
Structure,8,30,9,4,Tunnel/ \n Navigable\n Routes 
Structure,8,23,7,3,Flat
Structure,8,40,15,2,Closed Off
Structure,8,27,11,2,Closed Off
Structure,8,32,1,3,Flat
Structure,8,77,17,1,Cluttered / \n Pointy   
Structure,8,59,13,1,Cluttered / \n Pointy   
Structure,8,68,5,4,Tunnel/ \n Navigable\n Routes 
Structure,8,72,11,1,Cluttered / \n Pointy   
Structure,8,69,15,4,Tunnel/ \n Navigable\n Routes 
Structure,8,62,1,4,Tunnel/ \n Navigable\n Routes 
Structure,8,80,7,1,Cluttered / \n Pointy   
Structure,8,23,17,3,Flat
Structure,8,31,11,4,Tunnel/ \n Navigable\n Routes 
Structure,8,20,11,3,Flat
Structure,8,38,11,1,Cluttered / \n Pointy   
Structure,8,5,17,3,Flat
Structure,8,3,17,3,Flat
Structure,8,46,3,3,Flat
Structure,8,55,13,3,Flat
Structure,8,17,9,3,Flat
Structure,8,1,15,3,Flat
Structure,8,50,3,2,Closed Off
Structure,8,24,1,3,Flat
Structure,8,41,5,2,Closed Off
Structure,8,53,17,3,Flat
Structure,8,78,11,1,Cluttered / \n Pointy   
Structure,8,39,5,2,Closed Off
Structure,8,25,5,4,Tunnel/ \n Navigable\n Routes 
Structure,8,43,17,1,Cluttered / \n Pointy   
Structure,8,50,17,3,Flat
Structure,8,80,15,1,Cluttered / \n Pointy   
Structure,8,6,9,1,Cluttered / \n Pointy   
Structure,8,35,5,4,Tunnel/ \n Navigable\n Routes 
Structure,8,27,15,2,Closed Off
Structure,8,56,7,2,Closed Off
Structure,8,10,11,2,Closed Off
Structure,8,55,7,2,Closed Off
Structure,8,19,3,1,Cluttered / \n Pointy   
Structure,8,19,1,1,Cluttered / \n Pointy   
Structure,8,50,7,3,Flat
Structure,8,58,11,4,Tunnel/ \n Navigable\n Routes 
Structure,8,31,13,4,Tunnel/ \n Navigable\n Routes 
Structure,8,34,7,3,Flat
Structure,8,17,13,4,Tunnel/ \n Navigable\n Routes 
Structure,8,7,1,3,Flat
Structure,8,29,15,3,Flat
Structure,8,22,9,1,Cluttered / \n Pointy   
Structure,8,38,7,4,Tunnel/ \n Navigable\n Routes 
Structure,8,28,1,3,Flat
Structure,8,61,3,1,Cluttered / \n Pointy   
Structure,8,64,15,4,Tunnel/ \n Navigable\n Routes 
Structure,8,75,13,3,Flat
Structure,8,17,1,4,Tunnel/ \n Navigable\n Routes 
Structure,8,74,9,2,Closed Off
Structure,8,67,17,4,Tunnel/ \n Navigable\n Routes 
Structure,8,8,7,3,Flat
Structure,8,5,5,3,Flat
Structure,8,70,5,4,Tunnel/ \n Navigable\n Routes 
Structure,8,41,15,2,Closed Off
Structure,8,2,3,4,Tunnel/ \n Navigable\n Routes 
Structure,8,14,11,2,Closed Off
Structure,8,38,9,2,Closed Off
Structure,8,5,15,3,Flat
Structure,8,30,11,3,Flat
Structure,8,20,15,3,Flat
Structure,8,43,3,2,Closed Off
Structure,8,53,15,3,Flat
Structure,8,70,15,2,Closed Off
Structure,8,49,15,3,Flat
Structure,8,32,7,3,Flat
Structure,8,70,17,4,Tunnel/ \n Navigable\n Routes 
Structure,8,56,11,4,Tunnel/ \n Navigable\n Routes 
Structure,8,59,3,3,Flat
Structure,8,71,1,3,Flat
Structure,8,49,5,3,Flat
Structure,8,34,9,3,Flat
Structure,8,42,9,2,Closed Off
Structure,8,5,3,3,Flat
Structure,8,15,5,1,Cluttered / \n Pointy   
Structure,8,57,7,2,Closed Off
Structure,8,61,9,1,Cluttered / \n Pointy   
Structure,8,66,3,3,Flat
Structure,8,3,11,4,Tunnel/ \n Navigable\n Routes 
Structure,8,28,9,3,Flat
Structure,8,49,9,3,Flat
Structure,8,19,9,1,Cluttered / \n Pointy   
Structure,8,60,7,4,Tunnel/ \n Navigable\n Routes 
Structure,8,70,1,4,Tunnel/ \n Navigable\n Routes 
Structure,8,28,5,1,Cluttered / \n Pointy   
Structure,8,9,7,1,Cluttered / \n Pointy   
Structure,8,62,13,3,Flat
Structure,8,31,5,1,Cluttered / \n Pointy   
Structure,8,15,11,1,Cluttered / \n Pointy   
Structure,8,44,5,1,Cluttered / \n Pointy   
Structure,8,69,9,2,Closed Off
Structure,8,18,1,2,Closed Off
Structure,8,33,3,3,Flat
Structure,8,40,1,4,Tunnel/ \n Navigable\n Routes 
Structure,8,35,17,4,Tunnel/ \n Navigable\n Routes 
Structure,8,77,1,1,Cluttered / \n Pointy   
Structure,8,55,15,1,Cluttered / \n Pointy   
Structure,8,42,7,1,Cluttered / \n Pointy   
Structure,8,35,9,2,Closed Off
Structure,8,42,13,2,Closed Off
Structure,8,48,15,2,Closed Off
Structure,8,77,5,4,Tunnel/ \n Navigable\n Routes 
Structure,8,64,11,1,Cluttered / \n Pointy   
Structure,8,43,15,1,Cluttered / \n Pointy   
Structure,8,57,17,4,Tunnel/ \n Navigable\n Routes 
Structure,9,68,11,1,Cluttered / \n Pointy   
Structure,9,51,3,3,Flat
Structure,9,14,11,2,Closed Off
Structure,9,50,13,3,Flat
Structure,9,11,17,2,Closed Off
Structure,9,20,5,1,Cluttered / \n Pointy   
Structure,9,37,17,3,Flat
Structure,9,71,9,3,Flat
Structure,9,62,13,2,Closed Off
Structure,9,44,17,1,Cluttered / \n Pointy   
Structure,9,78,11,1,Cluttered / \n Pointy   
Structure,9,33,11,3,Flat
Structure,9,28,1,4,Tunnel/ \n Navigable\n Routes 
Structure,9,32,3,3,Flat
Structure,9,77,15,1,Cluttered / \n Pointy   
Structure,9,4,9,1,Cluttered / \n Pointy   
Structure,9,72,7,1,Cluttered / \n Pointy   
Structure,9,41,1,2,Closed Off
Structure,9,46,5,1,Cluttered / \n Pointy   
Structure,9,5,7,4,Tunnel/ \n Navigable\n Routes 
Structure,9,3,7,1,Cluttered / \n Pointy   
Structure,9,52,1,2,Closed Off
Structure,9,29,17,2,Closed Off
Structure,9,34,11,2,Closed Off
Structure,9,73,9,2,Closed Off
Structure,9,20,7,1,Cluttered / \n Pointy   
Structure,9,61,9,1,Cluttered / \n Pointy   
Structure,9,4,13,1,Cluttered / \n Pointy   
Structure,9,72,13,1,Cluttered / \n Pointy   
Structure,9,17,15,2,Closed Off
Structure,9,76,5,2,Closed Off
Structure,9,39,1,2,Closed Off
Structure,9,11,3,4,Tunnel/ \n Navigable\n Routes 
Structure,9,79,5,2,Closed Off
Structure,9,67,11,4,Tunnel/ \n Navigable\n Routes 
Structure,9,34,7,2,Closed Off
Structure,9,19,15,1,Cluttered / \n Pointy   
Structure,9,37,1,3,Flat
Structure,9,76,13,2,Closed Off
Structure,9,58,13,2,Closed Off
Structure,9,49,15,1,Cluttered / \n Pointy   
Structure,9,46,7,1,Cluttered / \n Pointy   
Structure,9,34,13,2,Closed Off
Structure,9,11,1,2,Closed Off
Structure,9,17,3,2,Closed Off
Structure,9,14,3,2,Closed Off
Structure,9,22,1,2,Closed Off
Structure,9,75,11,4,Tunnel/ \n Navigable\n Routes 
Structure,9,36,7,2,Closed Off
Structure,9,70,7,3,Flat
Structure,9,13,7,2,Closed Off
Structure,9,15,1,1,Cluttered / \n Pointy   
Structure,9,27,13,2,Closed Off
Structure,9,66,13,2,Closed Off
Structure,9,47,17,1,Cluttered / \n Pointy   
Structure,9,53,13,2,Closed Off
Structure,9,60,1,4,Tunnel/ \n Navigable\n Routes 
Structure,9,45,11,1,Cluttered / \n Pointy   
Structure,9,19,5,1,Cluttered / \n Pointy   
Structure,9,34,17,2,Closed Off
Structure,9,4,15,1,Cluttered / \n Pointy   
Structure,9,1,11,2,Closed Off
Structure,9,30,7,4,Tunnel/ \n Navigable\n Routes 
Structure,9,80,17,1,Cluttered / \n Pointy   
Structure,9,47,9,1,Cluttered / \n Pointy   
Structure,9,75,13,2,Closed Off
Structure,9,58,9,2,Closed Off
Structure,9,38,5,2,Closed Off
Structure,9,14,7,3,Flat
Structure,9,31,1,3,Flat
Structure,9,44,5,1,Cluttered / \n Pointy   
Structure,9,58,11,4,Tunnel/ \n Navigable\n Routes 
Structure,9,26,5,1,Cluttered / \n Pointy   
Structure,9,18,13,2,Closed Off
Structure,9,66,15,2,Closed Off
Structure,9,27,3,2,Closed Off
Structure,9,79,15,2,Closed Off
Structure,9,7,1,3,Flat
Structure,9,57,3,1,Cluttered / \n Pointy   
Structure,9,55,3,2,Closed Off
Structure,9,42,13,2,Closed Off
Structure,9,71,11,3,Flat
Structure,9,73,1,3,Flat
Structure,9,17,7,2,Closed Off
Structure,9,74,7,2,Closed Off
Structure,9,1,5,2,Closed Off
Structure,9,40,13,2,Closed Off
Structure,9,11,11,4,Tunnel/ \n Navigable\n Routes 
Structure,9,19,7,1,Cluttered / \n Pointy   
Structure,9,36,9,2,Closed Off
Structure,9,77,13,1,Cluttered / \n Pointy   
Structure,9,16,1,3,Flat
Structure,9,66,17,2,Closed Off
Structure,9,30,15,2,Closed Off
Structure,9,8,9,3,Flat
Structure,9,59,15,4,Tunnel/ \n Navigable\n Routes 
Structure,9,2,13,2,Closed Off
Structure,9,75,15,3,Flat
Structure,9,16,9,3,Flat
Structure,9,15,17,1,Cluttered / \n Pointy   
Structure,9,73,5,4,Tunnel/ \n Navigable\n Routes 
Structure,9,67,9,2,Closed Off
Structure,9,8,11,4,Tunnel/ \n Navigable\n Routes 
Structure,9,35,7,2,Closed Off
Structure,9,61,3,1,Cluttered / \n Pointy   
Structure,9,13,13,3,Flat
Structure,9,52,9,3,Flat
Structure,9,48,3,2,Closed Off
Structure,9,65,15,2,Closed Off
Structure,9,41,17,2,Closed Off
Structure,9,2,3,2,Closed Off
Structure,9,45,5,1,Cluttered / \n Pointy   
Structure,9,12,3,2,Closed Off
Structure,9,6,17,3,Flat
Structure,9,12,11,3,Flat
Structure,9,75,17,3,Flat
Structure,9,38,3,2,Closed Off
Structure,9,65,3,4,Tunnel/ \n Navigable\n Routes 
Structure,9,33,15,3,Flat
Structure,9,20,9,1,Cluttered / \n Pointy   
Structure,9,25,3,4,Tunnel/ \n Navigable\n Routes 
Structure,9,40,17,2,Closed Off
Structure,9,4,5,1,Cluttered / \n Pointy   
Structure,9,36,11,2,Closed Off
Structure,9,52,3,3,Flat
Structure,9,79,7,2,Closed Off
Structure,9,77,9,1,Cluttered / \n Pointy   
Structure,9,40,11,2,Closed Off
Structure,9,45,7,1,Cluttered / \n Pointy   
Structure,9,15,13,1,Cluttered / \n Pointy   
Structure,9,33,5,3,Flat
Structure,9,21,11,4,Tunnel/ \n Navigable\n Routes 
Structure,9,17,9,4,Tunnel/ \n Navigable\n Routes 
Structure,9,25,15,2,Closed Off
Structure,9,5,17,3,Flat
Structure,9,53,9,2,Closed Off
Structure,9,21,7,4,Tunnel/ \n Navigable\n Routes 
Structure,9,73,7,2,Closed Off
Structure,9,67,5,1,Cluttered / \n Pointy   
Structure,9,41,9,2,Closed Off
Structure,9,42,7,3,Flat
Structure,9,52,15,3,Flat
Structure,9,59,13,2,Closed Off
Structure,9,72,17,3,Flat
Structure,9,24,17,3,Flat
Structure,9,9,9,3,Flat
Structure,9,63,3,2,Closed Off
Structure,9,32,1,3,Flat
Structure,9,38,9,2,Closed Off
Structure,9,65,17,2,Closed Off
Structure,9,73,3,3,Flat
Structure,9,75,7,2,Closed Off
Structure,9,24,7,4,Tunnel/ \n Navigable\n Routes 
Structure,9,74,17,2,Closed Off
Structure,9,54,15,2,Closed Off
Structure,9,72,1,3,Flat
Structure,9,64,5,2,Closed Off
Structure,9,58,7,2,Closed Off
Structure,9,27,1,2,Closed Off
Structure,9,7,11,4,Tunnel/ \n Navigable\n Routes 
Structure,9,50,1,3,Flat
Structure,9,25,1,2,Closed Off
Structure,9,42,17,1,Cluttered / \n Pointy   
Structure,9,25,5,2,Closed Off
Structure,9,69,7,3,Flat
Structure,9,13,9,3,Flat
Structure,9,24,13,2,Closed Off
Structure,9,29,3,2,Closed Off
Structure,9,19,17,1,Cluttered / \n Pointy   
Structure,9,55,1,2,Closed Off
Structure,9,28,11,1,Cluttered / \n Pointy   
Structure,9,17,5,3,Flat
Structure,9,33,7,3,Flat
Structure,9,17,11,2,Closed Off
Structure,9,49,5,2,Closed Off
Structure,9,19,1,1,Cluttered / \n Pointy   
Structure,9,61,13,1,Cluttered / \n Pointy   
Structure,9,53,1,2,Closed Off
Structure,9,9,3,4,Tunnel/ \n Navigable\n Routes 
Structure,9,70,3,3,Flat
Structure,9,9,11,4,Tunnel/ \n Navigable\n Routes 
Structure,9,43,5,1,Cluttered / \n Pointy   
Structure,9,8,17,2,Closed Off
Structure,9,49,17,2,Closed Off
Structure,9,7,15,2,Closed Off
Structure,9,56,7,2,Closed Off
Structure,9,8,13,2,Closed Off
Structure,9,26,7,1,Cluttered / \n Pointy   
Structure,9,15,5,1,Cluttered / \n Pointy   
Structure,9,44,13,1,Cluttered / \n Pointy   
Structure,9,30,9,2,Closed Off
Structure,9,61,7,1,Cluttered / \n Pointy   
Structure,9,26,13,1,Cluttered / \n Pointy   
Structure,9,27,15,2,Closed Off
Structure,9,12,15,2,Closed Off
Structure,9,15,15,2,Closed Off
Structure,9,56,17,2,Closed Off
Structure,9,43,11,1,Cluttered / \n Pointy   
Structure,9,48,1,2,Closed Off
Structure,9,53,5,2,Closed Off
Structure,9,39,5,2,Closed Off
Structure,9,63,1,4,Tunnel/ \n Navigable\n Routes 
Structure,9,74,15,2,Closed Off
Structure,9,6,11,1,Cluttered / \n Pointy   
Structure,9,4,11,1,Cluttered / \n Pointy   
Structure,9,1,13,4,Tunnel/ \n Navigable\n Routes 
Structure,9,48,5,2,Closed Off
Structure,9,73,13,2,Closed Off
Structure,9,10,9,3,Flat
Structure,9,53,11,2,Closed Off
Structure,9,80,7,1,Cluttered / \n Pointy   
Structure,9,49,9,3,Flat
Structure,9,43,7,1,Cluttered / \n Pointy   
Structure,9,37,13,3,Flat
Structure,9,78,3,1,Cluttered / \n Pointy   
Structure,9,21,3,4,Tunnel/ \n Navigable\n Routes 
Structure,9,27,5,2,Closed Off
Structure,9,24,9,2,Closed Off
Structure,9,78,1,1,Cluttered / \n Pointy   
Structure,9,39,17,2,Closed Off
Structure,9,22,13,1,Cluttered / \n Pointy   
Structure,9,25,9,2,Closed Off
Structure,9,12,7,4,Tunnel/ \n Navigable\n Routes 
Structure,9,45,3,1,Cluttered / \n Pointy   
Structure,9,5,3,2,Closed Off
Structure,9,57,1,2,Closed Off
Structure,9,66,9,4,Tunnel/ \n Navigable\n Routes 
Structure,9,27,7,4,Tunnel/ \n Navigable\n Routes 
Structure,9,46,9,3,Flat
Structure,9,51,13,3,Flat
Structure,9,47,7,1,Cluttered / \n Pointy   
Structure,9,64,11,1,Cluttered / \n Pointy   
Structure,9,79,11,2,Closed Off
Structure,9,62,15,2,Closed Off
Structure,9,78,5,2,Closed Off
Structure,9,31,15,2,Closed Off
Structure,9,30,11,2,Closed Off
Structure,9,12,1,2,Closed Off
Structure,9,18,7,4,Tunnel/ \n Navigable\n Routes 
Structure,9,38,13,2,Closed Off
Structure,9,7,7,2,Closed Off
Structure,9,52,11,3,Flat
Structure,9,44,1,1,Cluttered / \n Pointy   
Structure,9,50,7,3,Flat
Structure,9,61,1,1,Cluttered / \n Pointy   
Structure,9,79,1,2,Closed Off
Structure,9,9,7,3,Flat
Structure,9,55,15,3,Flat
Structure,9,23,13,3,Flat
Structure,9,16,15,3,Flat
Structure,9,9,17,2,Closed Off
Structure,9,20,1,1,Cluttered / \n Pointy   
Structure,9,62,1,4,Tunnel/ \n Navigable\n Routes 
Structure,9,72,11,1,Cluttered / \n Pointy   
Structure,9,59,1,4,Tunnel/ \n Navigable\n Routes 
Structure,9,29,13,2,Closed Off
Structure,9,21,13,2,Closed Off
Structure,9,41,11,2,Closed Off
Structure,9,18,11,2,Closed Off
Structure,9,38,7,2,Closed Off
Structure,9,42,5,2,Closed Off
Structure,9,64,3,4,Tunnel/ \n Navigable\n Routes 
Structure,9,23,7,3,Flat
Structure,9,10,15,3,Flat
Structure,9,5,11,1,Cluttered / \n Pointy   
Structure,9,43,1,1,Cluttered / \n Pointy   
Structure,9,50,17,3,Flat
Structure,9,18,17,2,Closed Off
Structure,9,36,13,2,Closed Off
Structure,9,63,11,4,Tunnel/ \n Navigable\n Routes 
Structure,9,4,1,1,Cluttered / \n Pointy   
Structure,9,60,11,2,Closed Off
Structure,9,62,5,4,Tunnel/ \n Navigable\n Routes 
Structure,9,29,11,2,Closed Off
Structure,9,63,15,2,Closed Off
Structure,9,77,11,1,Cluttered / \n Pointy   
Structure,9,37,3,4,Tunnel/ \n Navigable\n Routes 
Structure,9,15,3,1,Cluttered / \n Pointy   
Structure,9,17,1,2,Closed Off
Structure,9,19,3,1,Cluttered / \n Pointy   
Structure,9,58,15,2,Closed Off
Structure,9,66,1,2,Closed Off
Structure,9,46,15,1,Cluttered / \n Pointy   
Structure,9,26,9,1,Cluttered / \n Pointy   
Structure,9,80,9,1,Cluttered / \n Pointy   
Structure,9,56,1,3,Flat
Structure,9,37,7,2,Closed Off
Structure,9,75,5,2,Closed Off
Structure,9,17,13,2,Closed Off
Structure,9,39,13,2,Closed Off
Structure,9,2,15,4,Tunnel/ \n Navigable\n Routes 
Structure,9,39,7,2,Closed Off
Structure,9,45,9,1,Cluttered / \n Pointy   
Structure,9,47,15,1,Cluttered / \n Pointy   
Structure,9,27,9,2,Closed Off
Structure,9,62,17,2,Closed Off
Structure,9,51,7,3,Flat
Structure,9,45,1,1,Cluttered / \n Pointy   
Structure,9,54,3,3,Flat
Structure,9,42,9,2,Closed Off
Structure,9,63,7,2,Closed Off
Structure,9,25,13,3,Flat
Structure,9,15,9,1,Cluttered / \n Pointy   
Structure,9,37,15,3,Flat
Structure,9,36,3,2,Closed Off
Structure,9,25,7,2,Closed Off
Structure,9,22,9,1,Cluttered / \n Pointy   
Structure,9,64,15,4,Tunnel/ \n Navigable\n Routes 
Structure,9,5,9,2,Closed Off
Structure,9,26,3,1,Cluttered / \n Pointy   
Structure,9,48,7,2,Closed Off
Structure,9,62,11,4,Tunnel/ \n Navigable\n Routes 
Structure,9,61,15,1,Cluttered / \n Pointy   
Structure,9,14,5,2,Closed Off
Structure,9,74,5,4,Tunnel/ \n Navigable\n Routes 
Structure,9,6,3,1,Cluttered / \n Pointy   
Structure,9,79,3,2,Closed Off
Structure,9,22,11,1,Cluttered / \n Pointy   
Structure,9,58,17,2,Closed Off
Structure,9,55,7,2,Closed Off
Structure,9,13,5,3,Flat
Structure,9,20,17,1,Cluttered / \n Pointy   
Structure,9,36,1,2,Closed Off
Structure,9,48,11,2,Closed Off
Structure,9,55,9,2,Closed Off
Structure,9,28,13,1,Cluttered / \n Pointy   
Structure,9,41,13,2,Closed Off
Structure,9,51,9,3,Flat
Structure,9,51,5,3,Flat
Structure,9,80,11,1,Cluttered / \n Pointy   
Structure,9,78,7,1,Cluttered / \n Pointy   
Structure,9,11,15,3,Flat
Structure,9,24,11,2,Closed Off
Structure,9,45,15,1,Cluttered / \n Pointy   
Structure,9,34,5,4,Tunnel/ \n Navigable\n Routes 
Structure,9,51,17,3,Flat
Structure,9,9,15,3,Flat
Structure,9,52,7,3,Flat
Structure,9,57,9,3,Flat
Structure,9,69,3,4,Tunnel/ \n Navigable\n Routes 
Structure,9,32,9,3,Flat
Structure,9,42,11,2,Closed Off
Structure,9,71,15,3,Flat
Structure,9,60,9,2,Closed Off
Structure,9,2,9,2,Closed Off
Structure,9,22,7,1,Cluttered / \n Pointy   
Structure,9,28,7,2,Closed Off
Structure,9,29,5,2,Closed Off
Structure,9,18,5,2,Closed Off
Structure,9,72,15,3,Flat
Structure,9,38,11,2,Closed Off
Structure,9,6,1,3,Flat
Structure,9,33,13,3,Flat
Structure,9,74,9,2,Closed Off
Structure,9,18,3,2,Closed Off
Structure,9,31,5,3,Flat
Structure,9,67,7,2,Closed Off
Structure,9,67,3,2,Closed Off
Structure,9,69,9,2,Closed Off
Structure,9,7,3,4,Tunnel/ \n Navigable\n Routes 
Structure,9,74,1,2,Closed Off
Structure,9,32,7,3,Flat
Structure,9,34,3,4,Tunnel/ \n Navigable\n Routes 
Structure,9,7,17,2,Closed Off
Structure,9,27,11,2,Closed Off
Structure,9,22,15,2,Closed Off
Structure,9,22,17,4,Tunnel/ \n Navigable\n Routes 
Structure,9,16,17,3,Flat
Structure,9,77,7,1,Cluttered / \n Pointy   
Structure,9,65,9,2,Closed Off
Structure,9,48,15,3,Flat
Structure,9,35,11,2,Closed Off
Structure,9,60,17,2,Closed Off
Structure,9,29,1,3,Flat
Structure,9,34,15,2,Closed Off
Structure,9,58,3,2,Closed Off
Structure,9,60,3,2,Closed Off
Structure,9,37,5,2,Closed Off
Structure,9,48,9,2,Closed Off
Structure,9,69,1,3,Flat
Structure,9,12,9,3,Flat
Structure,9,60,5,4,Tunnel/ \n Navigable\n Routes 
Structure,9,11,5,2,Closed Off
Structure,9,46,11,3,Flat
Structure,9,47,5,1,Cluttered / \n Pointy   
Structure,9,23,11,3,Flat
Structure,9,66,11,2,Closed Off
Structure,9,74,3,2,Closed Off
Structure,9,13,17,2,Closed Off
Structure,9,73,15,3,Flat
Structure,9,40,5,2,Closed Off
Structure,9,80,1,1,Cluttered / \n Pointy   
Structure,9,56,13,2,Closed Off
Structure,9,57,17,2,Closed Off
Structure,9,57,13,2,Closed Off
Structure,9,54,1,2,Closed Off
Structure,9,28,17,2,Closed Off
Structure,9,1,15,2,Closed Off
Structure,9,21,1,2,Closed Off
Structure,9,8,7,3,Flat
Structure,9,39,9,2,Closed Off
Structure,9,10,5,3,Flat
Structure,9,16,7,3,Flat
Structure,9,24,1,3,Flat
Structure,9,72,3,3,Flat
Structure,9,78,15,1,Cluttered / \n Pointy   
Structure,9,67,15,2,Closed Off
Structure,9,41,3,2,Closed Off
Structure,9,75,1,2,Closed Off
Structure,9,10,17,3,Flat
Structure,9,11,13,2,Closed Off
Structure,9,76,3,2,Closed Off
Structure,9,69,13,2,Closed Off
Structure,9,19,13,1,Cluttered / \n Pointy   
Structure,9,53,15,2,Closed Off
Structure,9,33,3,3,Flat
Structure,9,28,9,3,Flat
Structure,9,16,5,3,Flat
Structure,9,71,7,3,Flat
Structure,9,71,3,3,Flat
Structure,9,56,11,2,Closed Off
Structure,9,68,3,2,Closed Off
Structure,9,43,3,1,Cluttered / \n Pointy   
Structure,9,44,3,1,Cluttered / \n Pointy   
Structure,9,10,3,3,Flat
Structure,9,7,9,4,Tunnel/ \n Navigable\n Routes 
Structure,9,70,1,2,Closed Off
Structure,9,61,5,1,Cluttered / \n Pointy   
Structure,9,24,5,2,Closed Off
Structure,9,65,13,2,Closed Off
Structure,9,42,15,3,Flat
Structure,9,44,15,1,Cluttered / \n Pointy   
Structure,9,26,11,1,Cluttered / \n Pointy   
Structure,9,45,13,1,Cluttered / \n Pointy   
Structure,9,12,13,3,Flat
Structure,9,50,15,3,Flat
Structure,9,26,15,1,Cluttered / \n Pointy   
Structure,9,55,5,2,Closed Off
Structure,9,52,13,3,Flat
Structure,9,32,13,3,Flat
Structure,9,47,11,1,Cluttered / \n Pointy   
Structure,9,68,15,2,Closed Off
Structure,9,56,9,2,Closed Off
Structure,9,72,9,1,Cluttered / \n Pointy   
Structure,9,9,13,2,Closed Off
Structure,9,43,9,1,Cluttered / \n Pointy   
Structure,9,32,15,3,Flat
Structure,9,76,1,2,Closed Off
Structure,9,16,13,3,Flat
Structure,9,24,3,2,Closed Off
Structure,9,29,7,2,Closed Off
Structure,9,21,15,2,Closed Off
Structure,9,70,9,1,Cluttered / \n Pointy   
Structure,9,59,5,4,Tunnel/ \n Navigable\n Routes 
Structure,9,37,11,3,Flat
Structure,9,72,5,3,Flat
Structure,9,1,9,3,Flat
Structure,9,73,11,2,Closed Off
Structure,9,54,11,2,Closed Off
Structure,9,49,1,2,Closed Off
Structure,9,46,3,1,Cluttered / \n Pointy   
Structure,9,57,11,2,Closed Off
Structure,9,75,3,2,Closed Off
Structure,9,23,5,3,Flat
Structure,9,54,5,1,Cluttered / \n Pointy   
Structure,9,42,3,2,Closed Off
Structure,9,57,7,2,Closed Off
Structure,9,6,5,1,Cluttered / \n Pointy   
Structure,9,57,15,2,Closed Off
Structure,9,54,7,2,Closed Off
Structure,9,20,15,1,Cluttered / \n Pointy   
