task,ppt,SYNSscene,SYNSView,categorySelected,categoryLabelSelected
Semantic,8,65,13,3,Residence
Semantic,8,74,5,4,Farm
Semantic,8,29,13,3,Residence
Semantic,8,22,9,1,Nature
Semantic,8,54,17,4,Farm
Semantic,8,5,13,1,Nature
Semantic,8,40,17,3,Residence
Semantic,8,22,3,1,Nature
Semantic,8,1,11,6,Car Park /\n Commercial
Semantic,8,54,9,6,Car Park /\n Commercial
Semantic,8,24,17,4,Farm
Semantic,8,73,17,4,Farm
Semantic,8,73,7,4,Farm
Semantic,8,21,5,3,Residence
Semantic,8,53,3,5,Beach
Semantic,8,6,17,1,Nature
Semantic,8,45,11,1,Nature
Semantic,8,64,13,1,Nature
Semantic,8,79,15,3,Residence
Semantic,8,27,15,3,Residence
Semantic,8,10,11,1,Nature
Semantic,8,70,3,6,Car Park /\n Commercial
Semantic,8,45,1,1,Nature
Semantic,8,71,17,4,Farm
Semantic,8,78,11,4,Farm
Semantic,8,55,9,6,Car Park /\n Commercial
Semantic,8,58,1,2,Road
Semantic,8,38,15,3,Residence
Semantic,8,39,15,3,Residence
Semantic,8,3,17,6,Car Park /\n Commercial
Semantic,8,32,15,1,Nature
Semantic,8,49,17,1,Nature
Semantic,8,80,7,4,Farm
Semantic,8,59,15,6,Car Park /\n Commercial
Semantic,8,5,9,1,Nature
Semantic,8,77,17,4,Farm
Semantic,8,28,17,2,Road
Semantic,8,43,7,1,Nature
Semantic,8,9,11,5,Beach
Semantic,8,48,17,6,Car Park /\n Commercial
Semantic,8,37,3,5,Beach
Semantic,8,54,15,4,Farm
Semantic,8,56,17,3,Residence
Semantic,8,69,7,6,Car Park /\n Commercial
Semantic,8,75,5,5,Beach
Semantic,8,50,11,3,Residence
Semantic,8,10,17,4,Farm
Semantic,8,42,5,6,Car Park /\n Commercial
Semantic,8,79,3,3,Residence
Semantic,8,9,3,3,Residence
Semantic,8,62,1,5,Beach
Semantic,8,46,7,1,Nature
Semantic,8,70,13,6,Car Park /\n Commercial
Semantic,8,73,1,4,Farm
Semantic,8,49,9,1,Nature
Semantic,8,35,1,6,Car Park /\n Commercial
Semantic,8,12,5,6,Car Park /\n Commercial
Semantic,8,56,9,6,Car Park /\n Commercial
Semantic,8,68,11,6,Car Park /\n Commercial
Semantic,8,3,13,6,Car Park /\n Commercial
Semantic,8,52,7,1,Nature
Semantic,8,47,15,1,Nature
Semantic,8,50,13,3,Residence
Semantic,8,44,17,1,Nature
Semantic,8,80,3,4,Farm
Semantic,8,38,7,3,Residence
Semantic,8,16,11,4,Farm
Semantic,8,13,1,2,Road
Semantic,8,23,11,1,Nature
Semantic,8,71,13,4,Farm
Semantic,8,70,15,6,Car Park /\n Commercial
Semantic,8,15,17,1,Nature
Semantic,8,39,11,3,Residence
Semantic,8,51,3,4,Farm
Semantic,8,21,9,3,Residence
Semantic,8,23,7,4,Farm
Semantic,8,6,3,1,Nature
Semantic,8,10,9,1,Nature
Semantic,8,7,9,3,Residence
Semantic,8,55,13,6,Car Park /\n Commercial
Semantic,8,6,9,1,Nature
Semantic,8,55,1,6,Car Park /\n Commercial
Semantic,8,7,17,6,Car Park /\n Commercial
Semantic,8,50,1,1,Nature
Semantic,8,69,3,2,Road
Semantic,8,39,17,3,Residence
Semantic,8,47,9,1,Nature
Semantic,8,2,13,2,Road
Semantic,8,43,15,1,Nature
Semantic,8,55,7,2,Road
Semantic,8,57,15,6,Car Park /\n Commercial
Semantic,8,43,9,1,Nature
Semantic,8,76,7,3,Residence
Semantic,8,49,3,1,Nature
Semantic,8,2,11,2,Road
Semantic,8,74,3,4,Farm
Semantic,8,70,5,6,Car Park /\n Commercial
Semantic,8,64,9,1,Nature
Semantic,8,27,17,6,Car Park /\n Commercial
Semantic,8,67,11,6,Car Park /\n Commercial
Semantic,8,75,1,5,Beach
Semantic,8,75,9,5,Beach
Semantic,8,14,9,6,Car Park /\n Commercial
Semantic,8,21,1,3,Residence
Semantic,8,14,11,6,Car Park /\n Commercial
Semantic,8,68,5,6,Car Park /\n Commercial
Semantic,8,66,1,5,Beach
Semantic,8,80,5,4,Farm
Semantic,8,79,5,3,Residence
Semantic,8,48,1,6,Car Park /\n Commercial
Semantic,8,33,3,1,Nature
Semantic,8,18,13,6,Car Park /\n Commercial
Semantic,8,4,3,1,Nature
Semantic,8,16,5,4,Farm
Semantic,8,64,15,2,Road
Semantic,8,33,7,3,Residence
Semantic,8,79,1,3,Residence
Semantic,8,59,1,6,Car Park /\n Commercial
Semantic,8,41,11,6,Car Park /\n Commercial
Semantic,8,79,9,3,Residence
Semantic,8,67,3,3,Residence
Semantic,8,56,13,6,Car Park /\n Commercial
Semantic,8,16,13,4,Farm
Semantic,8,76,3,3,Residence
Semantic,8,72,15,1,Nature
Semantic,8,36,15,3,Residence
Semantic,8,41,5,6,Car Park /\n Commercial
Semantic,8,76,9,3,Residence
Semantic,8,70,11,6,Car Park /\n Commercial
Semantic,8,35,5,6,Car Park /\n Commercial
Semantic,8,26,9,1,Nature
Semantic,8,44,11,1,Nature
Semantic,8,69,9,6,Car Park /\n Commercial
Semantic,8,23,1,4,Farm
Semantic,8,36,1,3,Residence
Semantic,8,18,9,6,Car Park /\n Commercial
Semantic,8,47,5,1,Nature
Semantic,8,30,11,4,Farm
Semantic,8,27,3,3,Residence
Semantic,8,64,5,1,Nature
Semantic,8,10,7,4,Farm
Semantic,8,45,15,1,Nature
Semantic,8,47,1,1,Nature
Semantic,8,57,17,4,Farm
Semantic,8,26,3,1,Nature
Semantic,8,4,9,1,Nature
Semantic,8,49,11,4,Farm
Semantic,8,27,7,6,Car Park /\n Commercial
Semantic,8,74,11,4,Farm
Semantic,8,43,3,1,Nature
Semantic,8,29,1,3,Residence
Semantic,8,7,11,3,Residence
Semantic,8,55,15,6,Car Park /\n Commercial
Semantic,8,57,9,6,Car Park /\n Commercial
Semantic,8,46,5,1,Nature
Semantic,8,51,9,4,Farm
Semantic,8,8,11,5,Beach
Semantic,8,77,9,4,Farm
Semantic,8,26,7,1,Nature
Semantic,8,16,1,4,Farm
Semantic,8,58,5,4,Farm
Semantic,8,15,11,1,Nature
Semantic,8,51,11,4,Farm
Semantic,8,1,15,6,Car Park /\n Commercial
Semantic,8,59,7,6,Car Park /\n Commercial
Semantic,8,77,5,4,Farm
Semantic,8,27,5,6,Car Park /\n Commercial
Semantic,8,46,3,1,Nature
Semantic,8,44,7,1,Nature
Semantic,8,23,5,4,Farm
Semantic,8,70,7,6,Car Park /\n Commercial
Semantic,8,3,11,6,Car Park /\n Commercial
Semantic,8,64,17,3,Residence
Semantic,8,7,1,6,Car Park /\n Commercial
Semantic,8,9,17,5,Beach
Semantic,8,20,17,1,Nature
Semantic,8,23,13,4,Farm
Semantic,8,20,5,1,Nature
Semantic,8,43,11,1,Nature
Semantic,8,36,13,2,Road
Semantic,8,12,7,6,Car Park /\n Commercial
Semantic,8,3,15,6,Car Park /\n Commercial
Semantic,8,73,13,4,Farm
Semantic,8,62,9,1,Nature
Semantic,8,9,13,5,Beach
Semantic,8,73,11,4,Farm
Semantic,8,17,17,6,Car Park /\n Commercial
Semantic,8,60,9,3,Residence
Semantic,8,67,15,2,Road
Semantic,8,16,17,4,Farm
Semantic,8,52,17,1,Nature
Semantic,8,19,7,1,Nature
Semantic,8,63,5,2,Road
Semantic,8,71,1,4,Farm
Semantic,8,48,13,6,Car Park /\n Commercial
Semantic,8,10,3,4,Farm
Semantic,8,35,17,6,Car Park /\n Commercial
Semantic,8,25,3,4,Farm
Semantic,8,58,11,1,Nature
Semantic,8,14,1,6,Car Park /\n Commercial
Semantic,8,15,3,1,Nature
Semantic,8,55,5,6,Car Park /\n Commercial
Semantic,8,12,9,6,Car Park /\n Commercial
Semantic,8,19,13,1,Nature
Semantic,8,35,11,6,Car Park /\n Commercial
Semantic,8,67,7,6,Car Park /\n Commercial
Semantic,8,8,3,5,Beach
Semantic,8,22,5,1,Nature
Semantic,8,39,9,3,Residence
Semantic,8,10,5,4,Farm
Semantic,8,12,17,6,Car Park /\n Commercial
Semantic,8,39,3,3,Residence
Semantic,8,66,15,1,Nature
Semantic,8,69,5,2,Road
Semantic,8,7,13,3,Residence
Semantic,8,73,5,4,Farm
Semantic,8,35,13,6,Car Park /\n Commercial
Semantic,8,68,13,6,Car Park /\n Commercial
Semantic,8,32,13,3,Residence
Semantic,8,11,13,2,Road
Semantic,8,65,1,3,Residence
Semantic,8,18,5,6,Car Park /\n Commercial
Semantic,8,51,15,1,Nature
Semantic,8,24,3,4,Farm
Semantic,8,37,1,5,Beach
Semantic,8,17,11,6,Car Park /\n Commercial
Semantic,8,10,13,4,Farm
Semantic,8,17,1,6,Car Park /\n Commercial
Semantic,8,74,9,4,Farm
Semantic,8,59,9,2,Road
Semantic,8,19,17,1,Nature
Semantic,8,26,1,1,Nature
Semantic,8,4,5,1,Nature
Semantic,8,12,15,6,Car Park /\n Commercial
Semantic,8,54,3,4,Farm
Semantic,8,52,13,1,Nature
Semantic,8,70,9,6,Car Park /\n Commercial
Semantic,8,57,5,4,Farm
Semantic,8,77,15,4,Farm
Semantic,8,20,9,1,Nature
Semantic,8,22,11,4,Farm
Semantic,8,75,13,5,Beach
Semantic,8,16,9,4,Farm
Semantic,8,61,9,1,Nature
Semantic,8,8,7,5,Beach
Semantic,8,70,17,6,Car Park /\n Commercial
Semantic,8,17,15,6,Car Park /\n Commercial
Semantic,8,71,3,4,Farm
Semantic,8,19,11,1,Nature
Semantic,8,13,17,6,Car Park /\n Commercial
Semantic,8,15,5,1,Nature
Semantic,8,19,5,1,Nature
Semantic,8,11,3,2,Road
Semantic,8,6,1,1,Nature
Semantic,8,72,11,4,Farm
Semantic,8,14,3,6,Car Park /\n Commercial
Semantic,8,76,13,3,Residence
Semantic,8,41,1,6,Car Park /\n Commercial
Semantic,8,58,13,2,Road
Semantic,8,29,15,2,Road
Semantic,8,6,13,1,Nature
Semantic,8,40,3,3,Residence
Semantic,8,79,13,3,Residence
Semantic,8,4,13,1,Nature
Semantic,8,1,13,3,Residence
Semantic,8,12,11,6,Car Park /\n Commercial
Semantic,8,29,7,2,Road
Semantic,8,58,7,1,Nature
Semantic,8,45,5,1,Nature
Semantic,8,74,1,3,Residence
Semantic,8,72,17,4,Farm
Semantic,8,3,7,6,Car Park /\n Commercial
Semantic,8,41,3,6,Car Park /\n Commercial
Semantic,8,32,17,4,Farm
Semantic,8,42,17,6,Car Park /\n Commercial
Semantic,8,44,3,1,Nature
Semantic,8,61,17,1,Nature
Semantic,8,29,9,3,Residence
Semantic,8,63,3,2,Road
Semantic,8,20,1,1,Nature
Semantic,8,24,13,4,Farm
Semantic,8,47,7,1,Nature
Semantic,8,65,15,3,Residence
Semantic,8,44,1,1,Nature
Semantic,8,31,9,4,Farm
Semantic,8,64,7,1,Nature
Semantic,8,36,3,2,Road
Semantic,8,20,11,1,Nature
Semantic,8,1,3,6,Car Park /\n Commercial
Semantic,8,46,1,1,Nature
Semantic,8,65,5,3,Residence
Semantic,8,19,9,1,Nature
Semantic,8,40,13,3,Residence
Semantic,8,44,15,1,Nature
Semantic,8,21,15,3,Residence
Semantic,8,66,7,5,Beach
Semantic,8,11,11,2,Road
Semantic,8,10,15,4,Farm
Semantic,8,32,7,4,Farm
Semantic,8,53,9,5,Beach
Semantic,8,47,17,1,Nature
Semantic,8,63,17,2,Road
Semantic,8,78,1,1,Nature
Semantic,8,26,5,1,Nature
Semantic,8,40,1,3,Residence
Semantic,8,79,7,3,Residence
Semantic,8,48,11,6,Car Park /\n Commercial
Semantic,8,77,7,4,Farm
Semantic,8,34,11,1,Nature
Semantic,8,18,1,6,Car Park /\n Commercial
Semantic,8,30,5,4,Farm
Semantic,8,38,13,3,Residence
Semantic,8,21,7,3,Residence
Semantic,8,75,17,5,Beach
Semantic,8,4,11,1,Nature
Semantic,8,53,15,5,Beach
Semantic,8,46,13,1,Nature
Semantic,8,28,5,2,Road
Semantic,8,43,1,1,Nature
Semantic,8,55,17,6,Car Park /\n Commercial
Semantic,8,58,3,1,Nature
Semantic,8,48,15,6,Car Park /\n Commercial
Semantic,8,12,13,6,Car Park /\n Commercial
Semantic,8,45,17,1,Nature
Semantic,8,66,13,1,Nature
Semantic,8,62,17,5,Beach
Semantic,8,44,9,1,Nature
Semantic,8,80,1,1,Nature
Semantic,8,41,15,6,Car Park /\n Commercial
Semantic,8,61,7,1,Nature
Semantic,8,40,15,3,Residence
Semantic,8,11,1,2,Road
Semantic,8,61,3,1,Nature
Semantic,8,30,1,4,Farm
Semantic,8,7,15,6,Car Park /\n Commercial
Semantic,8,46,15,1,Nature
Semantic,8,13,9,6,Car Park /\n Commercial
Semantic,8,74,13,4,Farm
Semantic,8,61,5,1,Nature
Semantic,8,45,13,1,Nature
Semantic,8,43,17,1,Nature
Semantic,8,2,17,3,Residence
Semantic,8,78,15,4,Farm
Semantic,8,14,7,6,Car Park /\n Commercial
Semantic,8,6,15,1,Nature
Semantic,8,53,5,5,Beach
Semantic,8,33,1,4,Farm
Semantic,8,63,7,2,Road
Semantic,8,8,9,5,Beach
Semantic,8,18,11,6,Car Park /\n Commercial
Semantic,8,34,17,1,Nature
Semantic,8,15,1,1,Nature
Semantic,8,61,11,1,Nature
Semantic,8,25,13,3,Residence
Semantic,8,31,11,4,Farm
Semantic,8,76,1,3,Residence
Semantic,8,9,5,6,Car Park /\n Commercial
Semantic,8,39,13,3,Residence
Semantic,8,32,3,1,Nature
Semantic,8,12,3,2,Road
Semantic,8,38,17,3,Residence
Semantic,8,49,5,4,Farm
Semantic,8,28,1,2,Road
Semantic,8,75,3,5,Beach
Semantic,8,6,11,1,Nature
Semantic,8,21,11,3,Residence
Semantic,8,48,9,6,Car Park /\n Commercial
Semantic,8,5,17,1,Nature
Semantic,8,60,5,3,Residence
Semantic,8,13,7,6,Car Park /\n Commercial
Semantic,8,11,7,2,Road
Semantic,8,80,13,4,Farm
Semantic,8,76,15,3,Residence
Semantic,8,5,1,5,Beach
Semantic,8,80,15,4,Farm
Semantic,8,60,7,2,Road
Semantic,8,69,1,6,Car Park /\n Commercial
Semantic,8,74,7,4,Farm
Semantic,8,42,9,6,Car Park /\n Commercial
Semantic,8,3,5,6,Car Park /\n Commercial
Semantic,8,78,9,1,Nature
Semantic,8,9,15,5,Beach
Semantic,8,72,1,4,Farm
Semantic,8,31,7,4,Farm
Semantic,8,69,17,6,Car Park /\n Commercial
Semantic,8,67,5,2,Road
Semantic,8,4,1,1,Nature
Semantic,8,8,15,5,Beach
Semantic,8,57,11,6,Car Park /\n Commercial
Semantic,8,27,9,6,Car Park /\n Commercial
Semantic,8,61,1,1,Nature
Semantic,8,34,15,1,Nature
Semantic,8,17,3,6,Car Park /\n Commercial
Semantic,8,68,9,6,Car Park /\n Commercial
Semantic,8,73,15,4,Farm
Semantic,8,17,7,6,Car Park /\n Commercial
Semantic,8,3,9,6,Car Park /\n Commercial
Semantic,8,13,5,6,Car Park /\n Commercial
Semantic,8,22,15,1,Nature
Semantic,8,75,11,5,Beach
Semantic,8,52,5,4,Farm
Semantic,8,47,3,1,Nature
Semantic,8,25,7,4,Farm
Semantic,8,40,7,6,Car Park /\n Commercial
Semantic,8,42,3,6,Car Park /\n Commercial
Semantic,8,24,15,4,Farm
Semantic,8,55,11,6,Car Park /\n Commercial
Semantic,8,25,11,4,Farm
Semantic,8,58,17,2,Road
Semantic,8,37,5,5,Beach
Semantic,8,79,11,3,Residence
Semantic,8,32,5,4,Farm
Semantic,8,25,17,4,Farm
Semantic,8,9,7,3,Residence
Semantic,8,67,13,2,Road
Semantic,8,72,5,4,Farm
Semantic,8,41,17,6,Car Park /\n Commercial
Semantic,8,35,9,6,Car Park /\n Commercial
Semantic,8,11,15,2,Road
Semantic,8,34,13,1,Nature
Semantic,8,31,1,4,Farm
Semantic,8,25,5,4,Farm
Semantic,8,50,5,1,Nature
Semantic,8,66,3,5,Beach
Semantic,8,54,5,6,Car Park /\n Commercial
Semantic,8,61,15,1,Nature
Semantic,8,20,7,1,Nature
Semantic,8,80,17,4,Farm
Semantic,8,50,7,3,Residence
Semantic,8,34,9,5,Beach
Semantic,8,7,7,6,Car Park /\n Commercial
Semantic,8,20,13,1,Nature
Semantic,8,13,11,1,Nature
Semantic,8,76,11,3,Residence
Semantic,8,40,5,6,Car Park /\n Commercial
Semantic,8,52,1,4,Farm
Semantic,8,52,15,1,Nature
Semantic,8,14,5,6,Car Park /\n Commercial
Semantic,8,56,7,6,Car Park /\n Commercial
Semantic,8,27,13,6,Car Park /\n Commercial
Semantic,8,2,3,3,Residence
Semantic,8,74,15,4,Farm
Semantic,8,45,9,1,Nature
Semantic,8,45,7,1,Nature
Semantic,8,35,3,6,Car Park /\n Commercial
Semantic,8,37,11,5,Beach
Semantic,8,1,9,6,Car Park /\n Commercial
Semantic,8,76,5,3,Residence
Semantic,8,33,13,4,Farm
Semantic,8,25,9,4,Farm
Semantic,8,2,5,3,Residence
Semantic,8,71,11,4,Farm
Semantic,8,54,7,4,Farm
Semantic,8,34,3,5,Beach
Semantic,8,37,13,5,Beach
Semantic,8,51,5,4,Farm
Semantic,8,51,7,4,Farm
Semantic,8,11,9,2,Road
Semantic,8,61,13,1,Nature
Semantic,8,35,15,6,Car Park /\n Commercial
Semantic,8,55,3,6,Car Park /\n Commercial
Semantic,8,76,17,3,Residence
Semantic,8,49,13,1,Nature
Semantic,8,39,1,1,Nature
Semantic,8,14,17,6,Car Park /\n Commercial
Semantic,8,16,3,4,Farm
Semantic,8,42,1,6,Car Park /\n Commercial
Semantic,8,4,17,1,Nature
Semantic,8,40,9,3,Residence
Semantic,8,9,9,3,Residence
Semantic,8,5,7,5,Beach
Semantic,8,50,9,3,Residence
Semantic,8,24,9,4,Farm
Semantic,8,31,3,4,Farm
Semantic,8,22,17,4,Farm
Semantic,8,67,9,6,Car Park /\n Commercial
Semantic,8,7,5,6,Car Park /\n Commercial
Semantic,8,2,7,3,Residence
Semantic,8,56,5,3,Residence
Semantic,8,41,9,6,Car Park /\n Commercial
Semantic,8,41,7,6,Car Park /\n Commercial
Semantic,8,65,7,3,Residence
Semantic,8,48,7,6,Car Park /\n Commercial
Semantic,8,65,9,3,Residence
Semantic,8,49,1,4,Farm
Semantic,8,24,5,4,Farm
Semantic,8,31,17,4,Farm
Semantic,8,10,1,4,Farm
Semantic,8,66,9,5,Beach
Semantic,8,1,5,6,Car Park /\n Commercial
Semantic,8,31,5,4,Farm
Semantic,8,27,1,6,Car Park /\n Commercial
Semantic,8,32,9,1,Nature
Semantic,8,30,15,4,Farm
Semantic,8,14,13,6,Car Park /\n Commercial
Semantic,8,16,7,4,Farm
Semantic,8,50,3,1,Nature
Semantic,8,52,3,4,Farm
Semantic,8,24,7,4,Farm
Semantic,8,19,15,1,Nature
Semantic,8,20,3,1,Nature
Semantic,8,21,3,3,Residence
Semantic,8,58,9,1,Nature
Semantic,8,13,3,6,Car Park /\n Commercial
Semantic,8,62,7,3,Residence
Semantic,8,62,5,6,Car Park /\n Commercial
Semantic,8,28,7,2,Road
Semantic,8,1,7,6,Car Park /\n Commercial
Semantic,8,75,15,5,Beach
Semantic,8,34,7,5,Beach
Semantic,8,78,7,1,Nature
Semantic,8,8,5,5,Beach
Semantic,8,77,11,4,Farm
Semantic,8,22,7,4,Farm
Semantic,8,8,17,5,Beach
Semantic,8,58,15,2,Road
Semantic,8,34,1,5,Beach
Semantic,8,11,17,1,Nature
Semantic,8,56,11,6,Car Park /\n Commercial
Semantic,8,78,5,1,Nature
Semantic,8,77,1,4,Farm
Semantic,8,60,3,3,Residence
Semantic,8,64,3,2,Road
Semantic,8,17,9,6,Car Park /\n Commercial
Semantic,8,66,17,1,Nature
Semantic,8,28,3,2,Road
Semantic,8,59,17,6,Car Park /\n Commercial
Semantic,8,54,13,4,Farm
Semantic,8,54,1,4,Farm
Semantic,8,57,13,4,Farm
Semantic,8,73,3,4,Farm
Semantic,8,52,11,1,Nature
Semantic,8,26,11,1,Nature
Semantic,8,63,9,2,Road
Semantic,8,60,1,3,Residence
Semantic,8,42,13,6,Car Park /\n Commercial
Semantic,8,8,1,5,Beach
Semantic,8,31,15,4,Farm
Semantic,8,15,7,1,Nature
Semantic,8,29,5,3,Residence
Semantic,8,63,13,1,Nature
Semantic,8,62,13,5,Beach
Semantic,8,65,17,3,Residence
Semantic,8,42,15,6,Car Park /\n Commercial
Semantic,8,79,17,3,Residence
Semantic,8,32,1,1,Nature
Semantic,8,80,9,4,Farm
Semantic,8,46,9,1,Nature
Semantic,8,21,17,3,Residence
Semantic,8,68,17,6,Car Park /\n Commercial
Semantic,8,28,11,1,Nature
Semantic,8,36,9,2,Road
Semantic,8,26,17,1,Nature
Semantic,8,25,15,4,Farm
Semantic,8,11,5,2,Road
Semantic,8,21,13,3,Residence
Semantic,8,18,15,6,Car Park /\n Commercial
Semantic,8,2,15,3,Residence
Semantic,8,65,3,3,Residence
Semantic,8,71,5,4,Farm
Semantic,8,78,13,4,Farm
Semantic,8,34,5,5,Beach
Semantic,8,68,7,6,Car Park /\n Commercial
Semantic,8,29,11,3,Residence
Semantic,8,8,13,5,Beach
Semantic,8,71,9,3,Residence
Semantic,8,39,7,3,Residence
Semantic,8,29,17,3,Residence
Semantic,8,59,3,2,Road
Semantic,8,53,11,5,Beach
Semantic,8,62,3,3,Residence
Semantic,8,30,17,4,Farm
Semantic,8,37,7,5,Beach
Semantic,8,30,13,4,Farm
Semantic,8,22,1,4,Farm
Semantic,8,33,9,4,Farm
Semantic,9,10,5,1,Nature
Semantic,9,16,15,1,Nature
Semantic,9,27,3,3,Residence
Semantic,9,11,9,2,Road
Semantic,9,8,15,5,Beach
Semantic,9,24,5,4,Farm
Semantic,9,65,1,3,Residence
Semantic,9,62,15,5,Beach
Semantic,9,25,15,3,Residence
Semantic,9,21,3,3,Residence
Semantic,9,14,3,6,Car Park /\n Commercial
Semantic,9,54,5,6,Car Park /\n Commercial
Semantic,9,33,17,1,Nature
Semantic,9,52,5,1,Nature
Semantic,9,26,7,1,Nature
Semantic,9,46,3,1,Nature
Semantic,9,50,3,1,Nature
Semantic,9,6,15,1,Nature
Semantic,9,76,7,3,Residence
Semantic,9,79,3,3,Residence
Semantic,9,42,11,6,Car Park /\n Commercial
Semantic,9,5,17,1,Nature
Semantic,9,71,3,1,Nature
Semantic,9,67,1,2,Road
Semantic,9,28,7,2,Road
Semantic,9,78,15,1,Nature
Semantic,9,17,9,6,Car Park /\n Commercial
Semantic,9,13,17,2,Road
Semantic,9,5,1,1,Nature
Semantic,9,66,7,5,Beach
Semantic,9,13,9,6,Car Park /\n Commercial
Semantic,9,38,1,3,Residence
Semantic,9,61,9,1,Nature
Semantic,9,68,1,2,Road
Semantic,9,26,15,1,Nature
Semantic,9,72,15,1,Nature
Semantic,9,42,17,2,Road
Semantic,9,29,7,2,Road
Semantic,9,57,7,4,Farm
Semantic,9,15,11,1,Nature
Semantic,9,16,11,1,Nature
Semantic,9,66,13,1,Nature
Semantic,9,2,9,3,Residence
Semantic,9,1,11,2,Road
Semantic,9,44,5,1,Nature
Semantic,9,72,3,1,Nature
Semantic,9,31,3,4,Farm
Semantic,9,38,7,3,Residence
Semantic,9,24,11,4,Farm
Semantic,9,69,15,6,Car Park /\n Commercial
Semantic,9,55,17,6,Car Park /\n Commercial
Semantic,9,75,11,1,Nature
Semantic,9,45,15,1,Nature
Semantic,9,12,1,2,Road
Semantic,9,23,13,1,Nature
Semantic,9,31,15,4,Farm
Semantic,9,39,15,3,Residence
Semantic,9,62,1,5,Beach
Semantic,9,42,7,6,Car Park /\n Commercial
Semantic,9,32,1,1,Nature
Semantic,9,69,9,2,Road
Semantic,9,68,9,2,Road
Semantic,9,40,1,2,Road
Semantic,9,50,9,1,Nature
Semantic,9,37,9,5,Beach
Semantic,9,19,15,1,Nature
Semantic,9,29,3,3,Residence
Semantic,9,63,1,2,Road
Semantic,9,76,9,3,Residence
Semantic,9,77,9,1,Nature
Semantic,9,35,1,2,Road
Semantic,9,4,7,1,Nature
Semantic,9,16,3,1,Nature
Semantic,9,56,11,3,Residence
Semantic,9,29,9,1,Nature
Semantic,9,51,13,1,Nature
Semantic,9,61,11,1,Nature
Semantic,9,27,9,3,Residence
Semantic,9,57,1,4,Farm
Semantic,9,56,9,6,Car Park /\n Commercial
Semantic,9,78,5,1,Nature
Semantic,9,52,1,1,Nature
Semantic,9,45,9,1,Nature
Semantic,9,22,1,1,Nature
Semantic,9,38,9,1,Nature
Semantic,9,17,1,6,Car Park /\n Commercial
Semantic,9,60,7,3,Residence
Semantic,9,9,15,5,Beach
Semantic,9,11,15,2,Road
Semantic,9,49,5,1,Nature
Semantic,9,68,7,3,Residence
Semantic,9,1,1,3,Residence
Semantic,9,44,1,1,Nature
Semantic,9,48,15,6,Car Park /\n Commercial
Semantic,9,64,15,1,Nature
Semantic,9,65,7,3,Residence
Semantic,9,31,7,4,Farm
Semantic,9,71,9,1,Nature
Semantic,9,5,7,5,Beach
Semantic,9,52,17,1,Nature
Semantic,9,36,15,2,Road
Semantic,9,23,17,1,Nature
Semantic,9,54,9,4,Farm
Semantic,9,52,11,1,Nature
Semantic,9,5,9,1,Nature
Semantic,9,58,7,1,Nature
Semantic,9,50,17,1,Nature
Semantic,9,15,1,1,Nature
Semantic,9,3,9,6,Car Park /\n Commercial
Semantic,9,71,1,4,Farm
Semantic,9,43,17,1,Nature
Semantic,9,74,17,4,Farm
Semantic,9,68,3,6,Car Park /\n Commercial
Semantic,9,45,17,1,Nature
Semantic,9,1,7,6,Car Park /\n Commercial
Semantic,9,70,15,6,Car Park /\n Commercial
Semantic,9,12,7,3,Residence
Semantic,9,14,11,3,Residence
Semantic,9,44,11,1,Nature
Semantic,9,30,9,1,Nature
Semantic,9,60,9,3,Residence
Semantic,9,21,5,3,Residence
Semantic,9,23,1,1,Nature
Semantic,9,10,15,1,Nature
Semantic,9,62,3,1,Nature
Semantic,9,66,15,1,Nature
Semantic,9,18,17,6,Car Park /\n Commercial
Semantic,9,78,9,1,Nature
Semantic,9,13,11,1,Nature
Semantic,9,27,15,3,Residence
Semantic,9,56,15,3,Residence
Semantic,9,34,7,5,Beach
Semantic,9,54,17,4,Farm
Semantic,9,48,1,6,Car Park /\n Commercial
Semantic,9,79,11,3,Residence
Semantic,9,59,13,6,Car Park /\n Commercial
Semantic,9,47,1,1,Nature
Semantic,9,41,1,6,Car Park /\n Commercial
Semantic,9,21,15,3,Residence
Semantic,9,17,13,6,Car Park /\n Commercial
Semantic,9,78,3,1,Nature
Semantic,9,39,17,3,Residence
Semantic,9,74,9,4,Farm
Semantic,9,7,1,6,Car Park /\n Commercial
Semantic,9,59,17,6,Car Park /\n Commercial
Semantic,9,40,7,6,Car Park /\n Commercial
Semantic,9,15,15,1,Nature
Semantic,9,7,15,6,Car Park /\n Commercial
Semantic,9,58,15,6,Car Park /\n Commercial
Semantic,9,48,5,6,Car Park /\n Commercial
Semantic,9,32,15,1,Nature
Semantic,9,24,1,1,Nature
Semantic,9,1,13,3,Residence
Semantic,9,61,3,1,Nature
Semantic,9,14,17,6,Car Park /\n Commercial
Semantic,9,52,7,1,Nature
Semantic,9,24,3,1,Nature
Semantic,9,69,17,6,Car Park /\n Commercial
Semantic,9,15,3,1,Nature
Semantic,9,53,9,5,Beach
Semantic,9,74,1,3,Residence
Semantic,9,21,11,3,Residence
Semantic,9,20,13,1,Nature
Semantic,9,70,9,6,Car Park /\n Commercial
Semantic,9,68,17,6,Car Park /\n Commercial
Semantic,9,47,13,1,Nature
Semantic,9,22,17,1,Nature
Semantic,9,76,5,3,Residence
Semantic,9,3,5,5,Beach
Semantic,9,49,7,1,Nature
Semantic,9,13,7,6,Car Park /\n Commercial
